chunk,start_citation,text,sentiment,confidence
565,EXO.7.10,"Moses and Aaron went to Pharaoh and did what the Lord had ordered. Aaron threw down his staff in front of Pharaoh and his officials, and it turned into a snake. But Pharaoh called in wise men and sorcerers, and these Egyptian magicians did the same thing using their magic arts. Each of them threw down their walking sticks and they also turned into snakes, but Aaron's walking stick swallowed up all their walking sticks.",1,0.7100228667259216
566,EXO.7.13,"But Pharaoh had a hard, stubborn attitude, and he wouldn't listen to them, as the Lord had predicted. The Lord said to Moses, “Pharaoh has a stubborn attitude—he's refusing to let the people go. So tomorrow morning go to Pharaoh as he walks down to the river. Wait to meet him on the bank of the Nile. Take with you the walking stick that turned into a snake.",3,0.6769839525222778
568,EXO.7.19,"The Lord said to Moses, “Tell Aaron, ‘Take your walking stick in your hand and hold it out over the waters of Egypt, over their rivers and canals and ponds and pools, so that they will turn to blood. There will be blood through all of Egypt, even in containers made of wood and stone.’” Moses and Aaron did exactly as the Lord had ordered. While Pharaoh and all his officials watched, Aaron lifted up his walking stick and hit the water of the Nile. Immediately the whole river turned to blood! The fish in the Nile died, and the river smelled so awful that the Egyptians could not drink its water. There was blood through all of Egypt!",1,0.6012815237045288
569,EXO.7.22,"But the Egyptian magicians did the same thing using their magic arts. Pharaoh maintained his stubborn attitude and he wouldn't listen to Moses and Aaron, just as the Lord had predicted. Pharaoh went back to his palace and didn't pay any attention to what had happened. All the Egyptians dug alongside the Nile because they couldn't drink its water.",3,0.7110016942024231
570,EXO.7.25,"Seven days went by after the Lord hit the Nile. Then the Lord told Moses, “Go and see Pharaoh and say to him, ‘This is what the Lord says: Let my people go, so that they can worship me. If you refuse to let them leave, I will send a plague of frogs all over your country.",1,0.815011203289032
571,EXO.8.3,"They will swarm out of the Nile, and they will enter your palace and get into your bedroom and jump onto your bed. They will get into the houses of your officials and jump around your people—even into your ovens and breadmaking bowls. Frogs will jump all over you, your people, and all your officials.’” The Lord said to Moses, “Tell Aaron, ‘Hold out your walking stick in your hand over the rivers and canals and ponds, and make frogs spread over Egypt.’”",1,0.5130367279052734
572,EXO.8.6,"So Aaron held out his hand over the waters of Egypt, and frogs came up and covered the land. But the Egyptian magicians did the same thing using their magic arts. They brought up frogs in Egypt. Pharaoh called for Moses and Aaron and pleaded with them, “Pray to the Lord, and ask him to take away the frogs from me and my people. Then I will let your people go so they can offer sacrifices to the Lord.”",1,0.8468379974365234
573,EXO.8.9,"“You may have the honor of deciding when I'll pray for you, your officials, and your people that the frogs will be removed from you and your houses. They will remain only in the Nile.” “Do it tomorrow,” Pharaoh replied.
    Moses said, “It will happen as you have requested so you will know that there is no one like the Lord our God. The frogs will leave you and your houses, your officials and your people, and they will remain only in the Nile.”",1,0.7140158414840698
574,EXO.8.12,"Moses and Aaron left Pharaoh, and Moses pleaded with the Lord about the frogs he had sent against Pharaoh. The Lord did as Moses asked. The frogs in the houses, the courtyards, and the fields died. The people collected them in pile upon pile, and the whole country smelled terrible.",3,0.752873957157135
575,EXO.8.15,"But when Pharaoh realized the plague had passed, he chose to become hard and stubborn again, and wouldn't listen to Moses and Aaron, just as the Lord had predicted. The Lord said to Moses, “Tell Aaron, ‘Pick up your walking stick and hit the dust of the ground. The dust will become gnats swarming all over Egypt.’” They did what the Lord said. When Aaron lifted up his walking stick and hit the dust of the earth, gnats swarmed over both people and animals. The dust in the whole of Egypt turned into gnats.",3,0.6806875467300415
576,EXO.8.18,"The magicians also tried to make gnats using their magic arts, but they couldn't. The gnats stayed on both people and animals. “This is an act of God,” the magicians told Pharaoh. But Pharaoh chose to be stubbornly hard-hearted, and he wouldn't listen to Moses and Aaron, just as the Lord had predicted. The Lord told Moses, “Tomorrow morning get up early and block Pharaoh's way as he walks down to the river. Tell him, ‘This is what the Lord says: Let my people go, so that they can worship me.",3,0.5075237154960632
578,EXO.8.24,"The Lord did what he had said. Huge swarms of flies swept into Pharaoh's palace and into the houses of his officials. The whole of Egypt was devastated because of these swarms of flies. Pharaoh called for Moses and Aaron and told them, “Go and offer sacrifices to your God here in this country.” “No, that wouldn't be the right thing to do,” Moses replied. “The sacrifices we offer to the Lord our God would be offensive to Egyptians. If we went ahead and offered sacrifices offensive to Egyptians, they'd stone us!",3,0.8237597346305847
579,EXO.8.27,"We must make a three-day journey into the wilderness and offer sacrifices there to the Lord our God as he has told us.” “I'll let you go and offer sacrifices to the Lord your God in the desert, but don't go very far,” Pharaoh answered. “Now pray for me that this plague ends.” “As soon as I leave you, I will pray to the Lord,” Moses replied, “and tomorrow the flies will leave Pharaoh and his officials and his people. But Pharaoh should be sure not to be deceitful again and refuse to let the people go and offer sacrifices to the Lord.”",1,0.8010941743850708
580,EXO.8.30,"Moses left Pharaoh and prayed to the Lord, and the Lord did as Moses asked, and removed the swarms of flies from Pharaoh and his officials and his people. Not a single fly remained. But once again Pharaoh chose to be stubbornly hard-hearted and would not let the people leave.",1,0.6533213257789612
581,EXO.9.1,"The Lord told Moses, “Go and speak to Pharaoh. Tell him, ‘This is what the Lord says: Let my people go, so that they can worship me. If you refuse to let them go and keep holding on to them, I will punish you by bringing a very severe plague on your livestock—on your horses, donkeys, camels, herds, and flocks.",1,0.6723297238349915
583,EXO.9.7,"Pharaoh sent out officials and discovered that not a single one of the Israelites' livestock had died. But Pharaoh was stubborn, and he would not let the people leave. The Lord told Moses and Aaron, “Go and get some handfuls of soot from a furnace. Then have Moses throw it into the air in front of Pharaoh. It will spread like fine dust over the whole country of Egypt, and open sores will break out on people and animals throughout the land.”",1,0.5103552937507629
584,EXO.9.10,"They got soot from a furnace, and went to see Pharaoh. Moses threw it into the air, and open sores broke out on people and animals. The magicians were unable to come and appear before Moses, because they and all the other Egyptians were covered in sores. But the Lord gave Pharaoh a stubborn attitude, and he would not listen to them, just as the Lord had told Moses.",3,0.7347959876060486
585,EXO.9.13,"The Lord told Moses, “Tomorrow morning get up early and go to Pharaoh, and tell him that this is what the Lord, the God of the Hebrews, says: ‘Let my people go, so that they can worship me. This time I will direct all my plagues against you and your officials and your people, so you will realize that there is no one like me in all the earth. By now I could have reached out to strike you and your people with a plague that would have completely destroyed you.",1,0.6849492192268372
588,EXO.9.22,"The Lord told Moses, “Lift your hand towards the sky so that a hailstorm will fall over the whole of Egypt, on people and on animals, and on everything growing in the fields of Egypt.” Moses held up his staff toward heaven, and the Lord sent thunder and hail, and made lightning hit the ground. This is how the Lord rained hail down on Egypt. As the hail fell it was accompanied by lightning flashing back and forth. The hail that fell was so severe that nothing like it had ever been seen in the whole of Egypt since the beginning of its history.",1,0.7267871499061584
589,EXO.9.25,"All across Egypt hail hit everything in the fields, both people and animals. It knocked down everything growing in the fields, and stripped every tree bare. Only in the land of Goshen where the Israelites lived was there no hail. Pharaoh called for Moses and Aaron and told them, “I admit that I sinned this time! The Lord is right, and I and my people are wrong!",3,0.8316270709037781
590,EXO.9.28,"Pray to the Lord for us, because there's been more than enough of God's thunder and hail. I will let you leave. You don't need to stay here any longer.” “Once I've left the city, I will pray to the Lord for you,” Moses told him. “The thunder will stop, and there'll be no more hail, so that you will realize that the earth belongs to the Lord. But I know you and your officials still do not really respect the Lord our God.”",1,0.5525507926940918
591,EXO.9.31,"(The flax and barley were destroyed, because the barley was ripe and the flax was flowering. However, the wheat and the spelt were not destroyed because they grow later.) Moses left Pharaoh and went out of the city, and prayed to the Lord. The thunder and hail stopped, and the rainstorm finished.",1,0.6438698172569275
592,EXO.9.34,"When Pharaoh saw that the rain and hail and thunder had stopped, he sinned again, and he chose to become stubborn again, along with his officials. Because of his stubborn attitude, Pharaoh would not let the Israelites leave, just as the Lord had predicted through Moses. The Lord told Moses, “Go and see Pharaoh, because it was me who gave him and his officials a stubborn attitude so that I may perform my miracles before them.",3,0.7944076061248779
593,EXO.10.2,"This is so you can tell your children and grandchildren how I made the Egyptians look foolish by doing these miracles among them, and so that you may know that I am the Lord.” Moses and Aaron went to Pharaoh and told him, “This is what the Lord, the God of the Hebrews, says: ‘How long are you going to refuse to humble yourself before me? Let my people go, so that they can worship me. If you refuse to let my people leave, tomorrow I will send a plague of locusts into your country.",2,0.4727886617183685
594,EXO.10.5,"There will be so many of them that they'll cover the ground so no one can see it. They will eat whatever crops were left by the hail, as well as every tree growing in your fields. They will swarm into your houses and into the houses of all your officials—in fact into the houses of every Egyptian. This is something that none of your forefathers ever saw from the time they arrived in this country.’” Then Moses and Aaron turned and left Pharaoh. Pharaoh's officials came to him and asked, “How long are you going to let this man cause us trouble? Let these people go so they can worship the Lord their God. Don't you realize that Egypt has been destroyed?”",3,0.6985348463058472
595,EXO.10.8,"Moses and Aaron were brought back to see Pharaoh. “Go and worship the Lord your God,” he told them. “But who of you will be going?” “We will all go,” Moses replied. “Young and old, sons and daughters—and we'll take our flocks and herds with us, for we're going to have a religious festival for the Lord.” “The Lord really would have to be with you if I let your children go with you!” Pharaoh answered. “Clearly you're planning some kind of evil trick!",1,0.506092369556427
596,EXO.10.11,"So no! Only the men can go and worship the Lord, because that's what you've been asking for.” Then he had Moses and Aaron thrown out. The Lord told Moses, “Lift up your hand over Egypt, so that the locusts may swarm over it and eat every plant in the country—everything that was left by the hail.” Moses held out his staff over Egypt, and all through that day and night the Lord sent an east wind blowing over the land. By the time morning came the east wind had brought in the locusts.",3,0.5314647555351257
597,EXO.10.14,"The locusts swarmed across the land and settled in every part of the country. There had never been such a swarm of locusts ever before, and there won't be ever again. They covered the ground until it looked black, and they ate up all the plants in the fields and all the fruit on the trees that had been left by the hail. Not a single green leaf was left on any tree or plant anywhere in Egypt. Pharaoh called urgently for Moses and Aaron and said, “I have sinned against the Lord your God and against you.",3,0.7766750454902649
598,EXO.10.17,"So please forgive my sin just this one time and plead with the Lord your God, asking him to at least take away this deathly plague from me.” Moses left Pharaoh and prayed to the Lord. The Lord changed the direction of the wind so that a strong westerly wind blew the locusts into the Red Sea. There wasn't a single locust left anywhere in Egypt.",1,0.5283167362213135
599,EXO.10.20,"But the Lord made Pharaoh stubborn, and he would not let the Israelites go. The Lord told Moses, “Lift your hand toward the sky so that darkness will fall over Egypt, darkness so thick that it can be felt.” Moses lifted up his hand toward heaven, and the whole of Egypt went completely dark for three days.",1,0.5242267847061157
600,EXO.10.23,"No one could see anyone else, and no one moved from where they were for three days. But there was still light where all the Israelites lived. Eventually Pharaoh called for Moses. “Go and worship the Lord,” he said. “Just leave your flocks and herds here. You can even take your children with you.” But Moses replied, “You must also let us have animals for sacrifices and burnt offerings, so we can offer them to the Lord our God.",1,0.7844600677490234
601,EXO.10.26,"Our livestock have to go with us too—not a single animal will be left behind. We'll need some of them to worship the Lord our God, and we won't know how we are to worship the Lord until we get there.” But the Lord made Pharaoh stubborn, and he would not let them go. Pharaoh shouted at Moses, “Get out of here! I don't want to see you ever again! If I ever do see you again you'll die!”",1,0.5618462562561035
602,EXO.10.29,"“May it be as you say,” Moses replied. “I won't see you again.” The Lord told Moses, “There's one last plague I will bring down on Pharaoh and on Egypt. After that he will let you go, but when he does, he'll expel every one of you from the country. Now go and tell the Israelites, both men and women, to ask their Egyptian neighbors for silver and gold objects.”",1,0.6391425132751465
603,EXO.11.3,"The Lord made the Egyptians look favorably on the Israelites. In fact, Moses himself was highly respected in Egypt by both Pharaoh's officials and the ordinary people. Moses said, “This is what the Lord says: Around midnight I will go through the whole of Egypt. Every firstborn son in the land of Egypt will die, from the firstborn of Pharaoh sitting on his throne to the firstborn of the servant girl working with a handmill, as well as all the firstborn of the cattle.",2,0.5725927352905273
604,EXO.11.6,"There will be loud cries of mourning all over Egypt, such as have never been before, and will never be again. But among all the Israelites there won't even be the sound of a dog barking at them or their animals. That way you will know that the Lord distinguishes between Egypt and Israel. All your officials will come to me, bowing down before me and saying, ‘Leave, and take everyone who follows you with you!’ After that I will leave.” Moses was very angry, and left Pharaoh.",3,0.5650656223297119
605,EXO.11.9,"The Lord said to Moses, “Pharaoh is refusing to listen to you so I can do even more miracles in Egypt.” Moses and Aaron did these miracles before Pharaoh, but the Lord gave Pharaoh a stubborn attitude, and he wouldn't let the Israelites leave his country. The Lord told Moses and Aaron while they were still in Egypt,",1,0.6538863778114319
612,EXO.12.20,"You must not eat anything with yeast in it. Eat only bread without yeast in all your homes.” Then Moses called together all the elders of Israel and told them, “Go immediately and choose a lamb for each of your families, and kill the Passover lamb. Get a bunch of hyssop, dip it into the blood in the basin, and put some on the top and sides of the doorframe. None of you are to go out through door of the house until morning.",1,0.6225351095199585
614,EXO.12.26,"When your children come and ask you, ‘Why is this ceremony important to you?’ you are to tell them, ‘This is the Passover sacrifice to the Lord. He was the one who passed over the houses of the Israelites in Egypt when he killed the Egyptians but spared our households.’” The people bowed down in worship. Then the Israelites went and did just as the Lord had told Moses and Aaron.",1,0.6859623789787292
615,EXO.12.29,"At midnight the Lord killed every firstborn male in the land of Egypt, from the firstborn of Pharaoh, who sat on his throne, to the firstborn of the prisoner in the jail, and also all the firstborn of the livestock. Pharaoh got up during the night, as well as all his officials and all the Egyptians. There were loud cries of agony throughout Egypt, because there wasn't a single house where someone hadn't died. Pharaoh called for Moses and Aaron during the night and told them, “Get out of here! Leave my people, the two of you and the Israelites! Go, so you can worship the Lord as you have asked.",3,0.6800061464309692
617,EXO.12.35,"In addition, the Israelites did what Moses had told them and asked the Egyptians for objects of silver and gold, and for clothing. The Lord had made the Egyptians look so favorably on the Israelites that they agreed to their request. In this way they took the wealth of the Egyptians. The Israelites set out on foot from Rameses for Succoth and numbered about 600,000 men, as well as women and children.",1,0.6488509178161621
619,EXO.12.41,"On the very day the 430 years ended, all the tribes of the Lord by their respective divisions left Egypt. Because the Lord kept watch that night to lead them out of the land of Egypt, this same night you are to keep watch as an observance to honor the Lord, and this to be kept by all Israelites for generations to come. The Lord told Moses and Aaron, “This is the Passover ceremony. No foreigner is allowed to eat it.",1,0.7440735101699829
622,EXO.12.50,"Then all the Israelites followed these instructions. They did exactly what the Lord had commanded Moses and Aaron. That very day the Lord led the Israelite tribes out of Egypt by their respective tribal divisions. The Lord told Moses,",1,0.7600964307785034
623,EXO.13.2,"“Every firstborn male is to be dedicated to me. The firstborn from every Israelite family belongs to me, and also every firstborn animal.” So Moses told the people, “Remember this is the day you left Egypt, the land of your slavery, for the Lord led you out of it by his amazing power. (Nothing with yeast in it shall be eaten.) Today you are on your way, this day in the month of Abib.",2,0.5131076574325562
628,EXO.13.17,"When Pharaoh let the Israelites leave, God did not lead them along the road through the land of the Philistines, even though that was a shorter way. For God said, “If they are forced to fight, they might change their minds and go back to Egypt.” So God led the people by the longer way through the desert towards the Red Sea. When the Israelites left the land of Egypt they were like an army ready for battle. Moses carried Joseph's bones with him because Joseph had made the sons of Israel swear a solemn promise, saying, “God will definitely take care of you, and then you must take my bones with you when you leave here.”",1,0.7369271516799927
630,EXO.14.1,"The Lord told Moses, “Tell the Israelites to turn back and set up camp near Pi-hahiroth, between Migdol and the sea. You are to camp beside the sea, opposite Baal-zephon. Pharaoh will conclude about the Israelites: ‘They're wandering about the country in confusion—the desert has blocked them from leaving.’",1,0.8461648225784302
633,EXO.14.10,"The Israelites looked back and saw Pharaoh and the Egyptian army approaching. They were absolutely terrified and cried out to the Lord for help. They complained to Moses, “Were there no graves in Egypt that you had to bring us out here in the desert to die? What have you done to us by making us leave Egypt? Didn't we tell you back in Egypt, ‘Leave us alone so that we can go on being slaves to the Egyptians’? It would have been better for us to be Egyptian slaves than to die here in the desert!”",3,0.8216939568519592
634,EXO.14.13,"But Moses said to the people, “Do not be afraid. Stand where you are and you will see how the Lord will save you today. The Egyptians you see right now, you will never see again! The Lord is going to fight for you—you don't need to do anything.” The Lord told Moses, “Why are you crying out to me for help? Tell the Israelites to move forward.",2,0.7402170300483704
636,EXO.14.19,"The angel of God, who had been leading the Israelites, moved behind them. The pillar of cloud also moved from in front of them and stood behind them, so that it was positioned between the Egyptian and Israelite camps. The cloud was in darkness on one side, but it lit up the night on the other. No one from either camp went near the other during the night. Then Moses held out his hand over the sea, and all through the night the Lord forced the sea back with a strong east wind, and turned the bottom of the sea into dry land. So the water was divided,",1,0.8817970156669617
638,EXO.14.25,"He made their chariot wheels get stuck so it was hard for them to drive. The Egyptians shouted out, “Retreat! We must run from the Israelites because the Lord is fighting for them against us!” Then the Lord told Moses, “Hold out your hand over the sea, so that the water will pour back over the Egyptians and their chariots and horsemen.” So Moses held out his hand over the sea, and at dawn the sea returned to normal. As the Egyptians retreated, the Lord swept them into the sea.",3,0.5236743092536926
640,EXO.14.31,"When the Israelites saw the great power that the Lord had used against the Egyptians, they were in awe of the Lord, and they trusted in him and in his servant Moses. Then Moses and the Israelites sang this song to the Lord:
  I will sing to the Lord, for he is supreme! He has thrown the horses and their riders into the sea. The Lord gives me strength. He is the theme of my song. He saves me. He is my God, and I will praise him. He is my father's God, and I will honor him.",2,0.8966333866119385
